,Phenotype,o_1,o_2,o_3,o_4
278,x[6] += 1.0,0.6321599781513214,1.3768415556114633e-05,0.1111111111111111,0.17205218970775604
279,x[7] += 9,0.6996151208877563,0.02777777798473835,0.1111111111111111,0.19498701393604279
280,x[6] -= 0.9,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
281,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
282,x[6] += 0.6,0.6321898996829987,0.0,0.0,0.1720423549413681
283,x[6] += 0.1,0.6321898996829987,0.0,0.0,0.1720423549413681
284,x[6] += 0.1,0.6321898996829987,0.0,0.0,0.1720423549413681
285,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
286,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
287,x[6] += 0.8,0.6321898996829987,0.0,0.0,0.1720423549413681
288,x[6] += 1.2,0.6321599781513214,1.3768415556114633e-05,0.1111111111111111,0.17205218970775604
289,x[6] -= 0.8,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
290,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
291,x[7] -= 9 ; x[8] += 9 ; x[8] += 1 ; x[5] -= 9 ; x[5] -= 7 ; x[0] += 6 ; x[6] += 0.5,10000.0,10000.0,10000.0,10000.0
292,x[1] ^= 1,0.6333969831466675,0.1111111119389534,0.1111111111111111,0.2284087836742401
293,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
294,x[6] += 0.2,0.6321898996829987,0.0,0.0,0.1720423549413681
295,x[7] += 9,0.6996151208877563,0.02777777798473835,0.1111111111111111,0.19498701393604279
296,x[6] += 1,0.6321599781513214,1.3768415556114633e-05,0.1111111111111111,0.17205218970775604
297,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
298,x[6] += 0.1,0.6321898996829987,0.0,0.0,0.1720423549413681
299,x[6] += 0.9,0.6321898996829987,0.0,0.0,0.1720423549413681
300,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
301,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
302,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
303,x[6] += 0.3,0.6321898996829987,0.0,0.0,0.1720423549413681
304,x[6] += 1.2,0.6321599781513214,1.3768415556114633e-05,0.1111111111111111,0.17205218970775604
305,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
306,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
307,x[7] -= 5,0.5941141843795776,0.015432098880410194,0.1111111111111111,0.161019429564476
308,x[6] -= 0.9,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
309,x[6] += 0.3,0.6321898996829987,0.0,0.0,0.1720423549413681
310,x[7] -= 8 ; x[7] -= 9 ; x[5] -= 3 ; x[7] -= 9 ; x[7] -= 1 ; x[7] -= 5 ; x[3] += 7,10000.0,10000.0,10000.0,10000.0
311,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
312,x[7] -= 1,0.6243054866790771,0.003086419776082039,0.1111111111111111,0.16983775794506073
313,x[7] += 3,0.6554097831249237,0.009259259328246117,0.1111111111111111,0.18130160868167877
314,x[6] += 0.8,0.6321898996829987,0.0,0.0,0.1720423549413681
315,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
316,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
317,x[6] -= 0.6,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
318,x[6] += 0.4,0.6321898996829987,0.0,0.0,0.1720423549413681
319,x[7] += 5,0.6704951226711273,0.015432098880410194,0.1111111111111111,0.18616867065429688
320,x[4] += 1,0.6233575940132141,0.0555555559694767,0.1111111111111111,0.2275979220867157
321,x[7] -= 2,0.6163537502288818,0.006172839552164078,0.1111111111111111,0.16763317584991455
322,x[8] += 8,10000.0,10000.0,10000.0,10000.0
323,x[7] -= 2,0.6163537502288818,0.006172839552164078,0.1111111111111111,0.16763317584991455
324,x[6] -= 0.8,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
325,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
326,x[6] += 0.5,0.6321898996829987,0.0,0.0,0.1720423549413681
327,x[7] -= 2,0.6163537502288818,0.006172839552164078,0.1111111111111111,0.16763317584991455
328,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
329,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
330,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
331,x[6] -= 1.2,0.6322492361068726,2.7536831112229265e-05,0.1111111111111111,0.17203055322170258
332,x[6] -= 0.4,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
333,x[8] -= 1,0.6375837624073029,0.02222222276031971,0.1111111111111111,0.18224970996379852
334,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
335,x[6] -= 0.4,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
336,x[6] += 0.4,0.6321898996829987,0.0,0.0,0.1720423549413681
337,x[7] -= 3,0.6083411872386932,0.009259259328246117,0.1111111111111111,0.16542859375476837
338,x[6] -= 0.8,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
339,x[6] *= 1,0.6321898996829987,0.0,0.0,0.1720423549413681
340,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
341,x[6] -= 0.8,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
342,x[6] += 0.3,0.6321898996829987,0.0,0.0,0.1720423549413681
343,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
344,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
345,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
346,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
347,x[6] += 0.4,0.6321898996829987,0.0,0.0,0.1720423549413681
348,x[7] -= 1,0.6243054866790771,0.003086419776082039,0.1111111111111111,0.16983775794506073
349,x[6] -= 0.8 ; x[1] ^= 1 ; x[0] += 3 ; x[6] += 1.2 ; x[6] *= 0.9 ; x[8] -= 2 ; x[1] ^= 1 ; x[5] -= 8 ; x[3] -= 5,10000.0,10000.0,10000.0,10000.0
350,x[6] += 1.0,0.6321599781513214,1.3768415556114633e-05,0.1111111111111111,0.17205218970775604
351,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
352,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
353,x[7] -= 1 ; x[7] -= 2,0.6083411872386932,0.009259259328246117,0.1111111111111111,0.16542859375476837
354,x[6] += 0.5,0.6321898996829987,0.0,0.0,0.1720423549413681
355,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
356,x[2] -= 8,10000.0,10000.0,10000.0,10000.0
357,x[7] += 8,0.6924729347229004,0.02469135820865631,0.1111111111111111,0.1927824169397354
358,x[6] += 0.9,0.6321898996829987,0.0,0.0,0.1720423549413681
359,x[6] += 0.6 ; x[6] *= 0.8,0.6590681076049805,0.012680710293352604,0.1111111111111111,0.16771316528320312
360,x[7] -= 3,0.6083411872386932,0.009259259328246117,0.1111111111111111,0.16542859375476837
361,x[6] += 0.3,0.6321898996829987,0.0,0.0,0.1720423549413681
362,x[7] -= 2,0.6163537502288818,0.006172839552164078,0.1111111111111111,0.16763317584991455
363,x[7] += 2,0.6477457880973816,0.006172839552164078,0.1111111111111111,0.17821519076824188
364,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
365,x[6] += 0.3,0.6321898996829987,0.0,0.0,0.1720423549413681
366,x[6] -= 1.0,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
367,x[7] -= 2,0.6163537502288818,0.006172839552164078,0.1111111111111111,0.16763317584991455
368,x[6] -= 0.6,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
369,x[6] += 0.8,0.6321898996829987,0.0,0.0,0.1720423549413681
370,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
371,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
372,x[6] += 0.3,0.6321898996829987,0.0,0.0,0.1720423549413681
373,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
374,x[4] += 1,0.6233575940132141,0.0555555559694767,0.1111111111111111,0.2275979220867157
375,x[7] -= 5,0.5941141843795776,0.015432098880410194,0.1111111111111111,0.161019429564476
376,x[6] -= 0.4,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
377,x[2] += 1,0.6310206055641174,0.0555555559694767,0.1111111111111111,0.2117248922586441
378,x[6] += 0.9,0.6321898996829987,0.0,0.0,0.1720423549413681
379,x[1] ^= 1,0.6333969831466675,0.1111111119389534,0.1111111111111111,0.2284087836742401
380,x[3] += 8,10000.0,10000.0,10000.0,10000.0
381,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
382,x[6] += 1,0.6321599781513214,1.3768415556114633e-05,0.1111111111111111,0.17205218970775604
383,x[7] -= 2,0.6163537502288818,0.006172839552164078,0.1111111111111111,0.16763317584991455
384,x[7] -= 5,0.5941141843795776,0.015432098880410194,0.1111111111111111,0.161019429564476
385,x[6] -= 0.5,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
386,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
387,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
388,x[6] += 0.9,0.6321898996829987,0.0,0.0,0.1720423549413681
389,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
390,x[6] += 0.5,0.6321898996829987,0.0,0.0,0.1720423549413681
391,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
392,x[7] -= 2,0.6163537502288818,0.006172839552164078,0.1111111111111111,0.16763317584991455
393,x[6] += 1,0.6321599781513214,1.3768415556114633e-05,0.1111111111111111,0.17205218970775604
394,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
395,x[7] -= 1,0.6243054866790771,0.003086419776082039,0.1111111111111111,0.16983775794506073
396,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
397,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
398,x[1] ^= 1,0.6333969831466675,0.1111111119389534,0.1111111111111111,0.2284087836742401
399,x[3] -= 4,10000.0,10000.0,10000.0,10000.0
400,x[6] -= 0.3,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
401,x[0] += 9,0.5941331386566162,0.05263157933950424,0.1111111111111111,0.17096863687038422
402,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
403,x[6] += 0.6,0.6321898996829987,0.0,0.0,0.1720423549413681
404,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
405,x[6] += 2,0.6321312487125397,2.7536831112229265e-05,0.1111111111111111,0.17206202447414398
406,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
407,x[6] += 1.1,0.6321599781513214,1.3768415556114633e-05,0.1111111111111111,0.17205218970775604
408,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
409,x[6] -= 0.8,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
410,x[7] += 7,0.685236930847168,0.021604938432574272,0.1111111111111111,0.19057783484458923
411,x[6] += 0.6,0.6321898996829987,0.0,0.0,0.1720423549413681
412,x[3] -= 7,10000.0,10000.0,10000.0,10000.0
413,x[6] += 1.1,0.6321599781513214,1.3768415556114633e-05,0.1111111111111111,0.17205218970775604
414,x[6] += 0.6,0.6321898996829987,0.0,0.0,0.1720423549413681
415,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
416,x[7] -= 5,0.5941141843795776,0.015432098880410194,0.1111111111111111,0.161019429564476
417,x[6] += 0.3,0.6321898996829987,0.0,0.0,0.1720423549413681
418,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
419,x[6] -= 0.6,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
420,x[7] += 7,0.685236930847168,0.021604938432574272,0.1111111111111111,0.19057783484458923
421,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
422,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
423,x[6] -= 1,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
424,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
425,x[7] -= 4 ; x[7] -= 4,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
426,x[6] += 0.4,0.6321898996829987,0.0,0.0,0.1720423549413681
427,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
428,x[6] -= 0.8,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
429,x[6] += 0.8,0.6321898996829987,0.0,0.0,0.1720423549413681
430,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
431,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
432,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
433,x[7] -= 2,0.6163537502288818,0.006172839552164078,0.1111111111111111,0.16763317584991455
434,x[6] -= 0.3,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
435,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
436,x[6] += 0.1,0.6321898996829987,0.0,0.0,0.1720423549413681
437,x[4] += 3,0.6054502129554749,0.1111111119389534,0.1111111111111111,0.2818906009197235
438,x[6] -= 1.1,0.6322492361068726,2.7536831112229265e-05,0.1111111111111111,0.17203055322170258
439,x[6] += 0.3,0.6321898996829987,0.0,0.0,0.1720423549413681
440,x[7] -= 7,0.5814142525196075,0.021604938432574272,0.1111111111111111,0.15749208629131317
441,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
442,x[6] -= 0.3,0.6322197318077087,1.3768415556114633e-05,0.1111111111111111,0.17203645408153534
443,x[7] -= 4,0.6004192531108856,0.012345679104328156,0.1111111111111111,0.1632240116596222
444,x[7] -= 9,0.5686062872409821,0.02777777798473835,0.1111111111111111,0.15484657883644104
445,x[7] -= 8,0.5750236511230469,0.02469135820865631,0.1111111111111111,0.1561693400144577
446,x[6] += 0.5,0.6321898996829987,0.0,0.0,0.1720423549413681
447,x[7] += 8,0.6924729347229004,0.02469135820865631,0.1111111111111111,0.1927824169397354
448,x[7] -= 1,0.6243054866790771,0.003086419776082039,0.1111111111111111,0.16983775794506073
449,x[6] += 0.2,0.6321898996829987,0.0,0.0,0.1720423549413681
450,x[7] -= 9 ; x[7] -= 5 ; x[7] -= 9 ; x[7] -= 9 ; x[7] -= 4 ; x[7] -= 9 ; x[6] *= 0.6,0.31922417879104614,0.1130807176232338,0.2222222222222222,0.19626544415950775
